,usertype,gender,start station name,start station latitude,start station longitude,end station name,end station latitude,end station longitude,age,time,date
0,Subscriber,1,Manila & 1st,40.72165072487999,-74.04288411140442,Brunswick St,40.7241765,-74.05065640000001,32,2021-01-01,2021-01-01
1,Customer,2,Grand St,40.71517767732029,-74.03768330812454,Van Vorst Park,40.71848892,-74.047726625,24,2021-01-01,2021-01-01
2,Customer,1,Grand St,40.71517767732029,-74.03768330812454,Van Vorst Park,40.71848892,-74.047726625,25,2021-01-01,2021-01-01
5,Subscriber,1,Brunswick & 6th,40.726011729646245,-74.0503889322281,Newark Ave,40.72152515,-74.046304543,30,2021-01-01,2021-01-01
7,Subscriber,1,Marin Light Rail,40.71458403535893,-74.04281705617905,Essex Light Rail,40.712774200000005,-74.03648570000001,62,2021-01-01,2021-01-01
8,Subscriber,1,City Hall,40.717732500000004,-74.04384499999999,Liberty Light Rail,40.711242299999995,-74.0557013,46,2021-01-01,2021-01-01
10,Subscriber,2,Washington St,40.7242941,-74.0354826,Marin Light Rail,40.71458403535893,-74.04281705617905,30,2021-01-01,2021-01-01
11,Subscriber,1,Dixon Mills,40.72163014263835,-74.04996782541275,Harborside,40.71925170000001,-74.034234,51,2021-01-01,2021-01-01
12,Subscriber,1,Marin Light Rail,40.71458403535893,-74.04281705617905,Monmouth and 6th,40.72568548362901,-74.0487903356552,27,2021-01-01,2021-01-01
13,Subscriber,1,Marin Light Rail,40.71458403535893,-74.04281705617905,Jersey & 6th St,40.72528910781132,-74.04557168483734,27,2021-01-01,2021-01-01
16,Subscriber,2,Newport Pkwy,40.728744799999994,-74.03210820000001,Columbus Drive,40.71835519823214,-74.03891444206238,27,2021-01-01,2021-01-01
17,Subscriber,1,Brunswick St,40.7241765,-74.05065640000001,Marin Light Rail,40.71458403535893,-74.04281705617905,30,2021-01-01,2021-01-01
18,Subscriber,1,City Hall,40.717732500000004,-74.04384499999999,Brunswick & 6th,40.726011729646245,-74.0503889322281,39,2021-01-01,2021-01-01
19,Subscriber,2,City Hall,40.717732500000004,-74.04384499999999,Lafayette Park,40.71346382669195,-74.06285852193831,34,2021-01-01,2021-01-01
22,Subscriber,1,Brunswick St,40.7241765,-74.05065640000001,Marin Light Rail,40.71458403535893,-74.04281705617905,39,2021-01-01,2021-01-01
23,Subscriber,1,Hamilton Park,40.727595965999996,-74.044247311,Washington St,40.7242941,-74.0354826,20,2021-01-01,2021-01-01
24,Customer,1,Baldwin at Montgomery,40.7236589,-74.0641943,Baldwin at Montgomery,40.7236589,-74.0641943,23,2021-01-01,2021-01-01
26,Subscriber,1,Oakland Ave,40.7376037,-74.05247829999999,Newport Pkwy,40.728744799999994,-74.03210820000001,29,2021-01-01,2021-01-01
28,Subscriber,1,Bergen Ave,40.72210378668603,-74.07145500183104,Columbus Dr at Exchange Pl,40.71687,-74.03281,19,2021-01-01,2021-01-01
29,Subscriber,1,Oakland Ave,40.7376037,-74.05247829999999,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,38,2021-01-01,2021-01-01
30,Subscriber,2,Morris Canal,40.7124188237569,-74.03852552175522,York St,40.71649,-74.04105,35,2021-01-01,2021-01-01
31,Subscriber,1,Grand St,40.71517767732029,-74.03768330812454,Columbus Drive,40.71835519823214,-74.03891444206238,58,2021-01-01,2021-01-01
32,Subscriber,1,Newport Pkwy,40.728744799999994,-74.03210820000001,Warren St,40.721123600000006,-74.03805095,39,2021-01-01,2021-01-01
33,Subscriber,2,McGinley Square,40.7253399253558,-74.06762212514876,Fairmount Ave,40.72572613742557,-74.07195925712584,26,2021-01-01,2021-01-01
34,Subscriber,2,Marin Light Rail,40.71458403535893,-74.04281705617905,Hilltop,40.7311689,-74.0575736,31,2021-01-01,2021-01-01
36,Subscriber,1,McGinley Square,40.7253399253558,-74.06762212514876,Lafayette Park,40.71346382669195,-74.06285852193831,45,2021-01-01,2021-01-01
37,Subscriber,1,Lafayette Park,40.71346382669195,-74.06285852193831,City Hall,40.717732500000004,-74.04384499999999,29,2021-01-01,2021-01-01
38,Subscriber,1,Hilltop,40.7311689,-74.0575736,Astor Place,40.71928220070703,-74.07126188278198,44,2021-01-01,2021-01-01
41,Subscriber,1,Brunswick St,40.7241765,-74.05065640000001,City Hall,40.717732500000004,-74.04384499999999,32,2021-01-01,2021-01-01
42,Subscriber,1,Fairmount Ave,40.72572613742557,-74.07195925712584,McGinley Square,40.7253399253558,-74.06762212514876,54,2021-01-01,2021-01-01
43,Customer,1,Christ Hospital,40.734785818,-74.050443636,Journal Square,40.733670000000004,-74.0625,25,2021-01-01,2021-01-01
44,Subscriber,1,McGinley Square,40.7253399253558,-74.06762212514876,Glenwood Ave,40.72755146730012,-74.07106071710588,54,2021-01-01,2021-01-01
45,Subscriber,1,Morris Canal,40.7124188237569,-74.03852552175522,Washington St,40.7242941,-74.0354826,30,2021-01-01,2021-01-01
46,Subscriber,1,Liberty Light Rail,40.711242299999995,-74.0557013,Liberty Light Rail,40.711242299999995,-74.0557013,42,2021-01-01,2021-01-01
47,Subscriber,2,Baldwin at Montgomery,40.7236589,-74.0641943,Columbus Dr at Exchange Pl,40.71687,-74.03281,38,2021-01-01,2021-01-01
48,Subscriber,1,JC Medical Center,40.71653978099194,-74.0496379137039,Manila & 1st,40.72165072487999,-74.04288411140442,52,2021-01-01,2021-01-01
49,Subscriber,1,Jersey & 6th St,40.72528910781132,-74.04557168483734,Grove St PATH,40.71958611647166,-74.0431174635887,34,2021-01-01,2021-01-01
50,Subscriber,2,Warren St,40.721123600000006,-74.03805095,Morris Canal,40.7124188237569,-74.03852552175522,35,2021-01-01,2021-01-01
51,Subscriber,1,Christ Hospital,40.734785818,-74.050443636,Pershing Field,40.742677141,-74.051788633,32,2021-01-01,2021-01-01
52,Subscriber,1,Warren St,40.721123600000006,-74.03805095,Newport Pkwy,40.728744799999994,-74.03210820000001,39,2021-01-01,2021-01-01
53,Subscriber,1,Morris Canal,40.7124188237569,-74.03852552175522,Columbus Dr at Exchange Pl,40.71687,-74.03281,32,2021-01-01,2021-01-01
55,Subscriber,1,Pershing Field,40.742677141,-74.051788633,Christ Hospital,40.734785818,-74.050443636,32,2021-01-01,2021-01-01
56,Subscriber,1,McGinley Square,40.7253399253558,-74.06762212514876,Sip Ave,40.73089709786179,-74.06391263008119,53,2021-01-01,2021-01-01
57,Subscriber,1,Liberty Light Rail,40.711242299999995,-74.0557013,Jersey & 3rd,40.723331586464354,-74.04595255851744,59,2021-01-01,2021-01-01
58,Subscriber,1,Lincoln Park,40.7246050998869,-74.07840594649316,Astor Place,40.71928220070703,-74.07126188278198,60,2021-01-01,2021-01-01
59,Subscriber,2,Liberty Light Rail,40.711242299999995,-74.0557013,Liberty Light Rail,40.711242299999995,-74.0557013,45,2021-01-01,2021-01-01
60,Subscriber,1,Warren St,40.721123600000006,-74.03805095,Newport Pkwy,40.728744799999994,-74.03210820000001,45,2021-01-01,2021-01-01
61,Customer,2,Newport Pkwy,40.728744799999994,-74.03210820000001,Newport Pkwy,40.728744799999994,-74.03210820000001,30,2021-01-01,2021-01-01
62,Subscriber,1,Newport Pkwy,40.728744799999994,-74.03210820000001,Hamilton Park,40.727595965999996,-74.044247311,44,2021-01-01,2021-01-01
63,Customer,1,Newport Pkwy,40.728744799999994,-74.03210820000001,Newport Pkwy,40.728744799999994,-74.03210820000001,34,2021-01-01,2021-01-01
64,Subscriber,2,Morris Canal,40.7124188237569,-74.03852552175522,Paulus Hook,40.7141454,-74.0335519,32,2021-01-01,2021-01-01
65,Subscriber,1,Glenwood Ave,40.72755146730012,-74.07106071710588,Glenwood Ave,40.72755146730012,-74.07106071710588,18,2021-01-01,2021-01-01
66,Subscriber,1,Glenwood Ave,40.72755146730012,-74.07106071710588,Union St,40.71821129999999,-74.08363940000001,18,2021-01-01,2021-01-01
67,Subscriber,2,Columbus Drive,40.71835519823214,-74.03891444206238,Morris Canal,40.7124188237569,-74.03852552175522,35,2021-01-01,2021-01-01
68,Subscriber,1,City Hall,40.717732500000004,-74.04384499999999,Paulus Hook,40.7141454,-74.0335519,58,2021-01-01,2021-01-01
69,Subscriber,1,Newport Pkwy,40.728744799999994,-74.03210820000001,Columbus Drive,40.71835519823214,-74.03891444206238,26,2021-01-01,2021-01-01
70,Subscriber,2,Washington St,40.7242941,-74.0354826,Morris Canal,40.7124188237569,-74.03852552175522,51,2021-01-01,2021-01-01
72,Subscriber,1,Sip Ave,40.73089709786179,-74.06391263008119,Fairmount Ave,40.72572613742557,-74.07195925712584,53,2021-01-01,2021-01-01
73,Customer,1,Hamilton Park,40.727595965999996,-74.044247311,Marin Light Rail,40.71458403535893,-74.04281705617905,34,2021-01-01,2021-01-01
74,Subscriber,1,Paulus Hook,40.7141454,-74.0335519,Washington St,40.7242941,-74.0354826,58,2021-01-01,2021-01-01
76,Subscriber,1,Union St,40.71821129999999,-74.08363940000001,Union St,40.71821129999999,-74.08363940000001,18,2021-01-01,2021-01-01
78,Customer,1,Baldwin at Montgomery,40.7236589,-74.0641943,Lincoln Park,40.7246050998869,-74.07840594649316,41,2021-01-01,2021-01-01
79,Customer,1,Leonard Gordon Park,40.74590996631558,-74.05727148056029,Sip Ave,40.73089709786179,-74.06391263008119,27,2021-01-01,2021-01-01
80,Subscriber,1,Union St,40.71821129999999,-74.08363940000001,Hilltop,40.7311689,-74.0575736,18,2021-01-01,2021-01-01
81,Subscriber,1,Washington St,40.7242941,-74.0354826,Newport Pkwy,40.728744799999994,-74.03210820000001,58,2021-01-01,2021-01-01
83,Subscriber,1,Newport Pkwy,40.728744799999994,-74.03210820000001,Newport Pkwy,40.728744799999994,-74.03210820000001,24,2021-01-01,2021-01-01
84,Subscriber,1,Newport Pkwy,40.728744799999994,-74.03210820000001,Washington St,40.7242941,-74.0354826,58,2021-01-01,2021-01-01
85,Subscriber,1,Hilltop,40.7311689,-74.0575736,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,18,2021-01-01,2021-01-01
87,Subscriber,2,Bergen Ave,40.72210378668603,-74.07145500183104,Sip Ave,40.73089709786179,-74.06391263008119,30,2021-01-01,2021-01-01
88,Subscriber,1,Columbus Drive,40.71835519823214,-74.03891444206238,Washington St,40.7242941,-74.0354826,27,2021-01-01,2021-01-01
89,Subscriber,1,Columbus Dr at Exchange Pl,40.71687,-74.03281,Morris Canal,40.7124188237569,-74.03852552175522,32,2021-01-01,2021-01-01
90,Subscriber,1,Columbus Dr at Exchange Pl,40.71687,-74.03281,Newport Pkwy,40.728744799999994,-74.03210820000001,29,2021-01-01,2021-01-01
94,Subscriber,1,Newark Ave,40.72152515,-74.046304543,Jersey & 6th St,40.72528910781132,-74.04557168483734,34,2021-01-01,2021-01-01
95,Subscriber,1,McGinley Square,40.7253399253558,-74.06762212514876,Sip Ave,40.73089709786179,-74.06391263008119,33,2021-01-01,2021-01-01
96,Subscriber,1,Washington St,40.7242941,-74.0354826,Hamilton Park,40.727595965999996,-74.044247311,22,2021-01-01,2021-01-01
97,Subscriber,1,Washington St,40.7242941,-74.0354826,Grove St PATH,40.71958611647166,-74.0431174635887,58,2021-01-01,2021-01-01
98,Subscriber,1,Newport PATH,40.7272235,-74.03375890000001,Grand St,40.71517767732029,-74.03768330812454,58,2021-01-01,2021-01-01
99,Subscriber,1,Brunswick & 6th,40.726011729646245,-74.0503889322281,Union St,40.71821129999999,-74.08363940000001,42,2021-01-01,2021-01-01
100,Subscriber,1,Sip Ave,40.73089709786179,-74.06391263008119,Astor Place,40.71928220070703,-74.07126188278198,61,2021-01-01,2021-01-01
101,Subscriber,1,Grove St PATH,40.71958611647166,-74.0431174635887,Brunswick St,40.7241765,-74.05065640000001,40,2021-01-01,2021-01-01
102,Subscriber,1,Jersey & 6th St,40.72528910781132,-74.04557168483734,Washington St,40.7242941,-74.0354826,60,2021-01-01,2021-01-01
103,Subscriber,1,Sip Ave,40.73089709786179,-74.06391263008119,Lincoln Park,40.7246050998869,-74.07840594649316,24,2021-01-01,2021-01-01
104,Subscriber,2,Astor Place,40.71928220070703,-74.07126188278198,Sip Ave,40.73089709786179,-74.06391263008119,23,2021-01-01,2021-01-01
105,Subscriber,2,Columbus Dr at Exchange Pl,40.71687,-74.03281,Newport Pkwy,40.728744799999994,-74.03210820000001,26,2021-01-01,2021-01-01
106,Subscriber,1,Columbus Dr at Exchange Pl,40.71687,-74.03281,Newport Pkwy,40.728744799999994,-74.03210820000001,29,2021-01-01,2021-01-01
107,Customer,2,Marin Light Rail,40.71458403535893,-74.04281705617905,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,31,2021-01-01,2021-01-01
109,Subscriber,1,Sip Ave,40.73089709786179,-74.06391263008119,McGinley Square,40.7253399253558,-74.06762212514876,33,2021-01-01,2021-01-01
110,Subscriber,2,York St,40.71649,-74.04105,Hamilton Park,40.727595965999996,-74.044247311,66,2021-01-01,2021-01-01
111,Subscriber,1,Liberty Light Rail,40.711242299999995,-74.0557013,Van Vorst Park,40.71848892,-74.047726625,39,2021-01-01,2021-01-01
112,Subscriber,1,Warren St,40.721123600000006,-74.03805095,Columbus Dr at Exchange Pl,40.71687,-74.03281,41,2021-01-01,2021-01-01
113,Subscriber,1,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,Newport Pkwy,40.728744799999994,-74.03210820000001,18,2021-01-01,2021-01-01
114,Subscriber,2,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,City Hall,40.717732500000004,-74.04384499999999,36,2021-01-01,2021-01-01
115,Subscriber,1,Essex Light Rail,40.712774200000005,-74.03648570000001,Columbus Dr at Exchange Pl,40.71687,-74.03281,46,2021-01-01,2021-01-01
116,Subscriber,1,Heights Elevator,40.748715945380226,-74.04044330120088,JC Medical Center,40.71653978099194,-74.0496379137039,26,2021-01-01,2021-01-01
117,Subscriber,2,Monmouth and 6th,40.72568548362901,-74.0487903356552,Manila & 1st,40.72165072487999,-74.04288411140442,34,2021-01-01,2021-01-01
118,Subscriber,2,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,32,2021-01-01,2021-01-01
119,Subscriber,2,Hamilton Park,40.727595965999996,-74.044247311,York St,40.71649,-74.04105,66,2021-01-01,2021-01-01
120,Subscriber,2,Newport Pkwy,40.728744799999994,-74.03210820000001,Newport Pkwy,40.728744799999994,-74.03210820000001,26,2021-01-01,2021-01-01
122,Subscriber,1,Van Vorst Park,40.71848892,-74.047726625,Van Vorst Park,40.71848892,-74.047726625,43,2021-01-01,2021-01-01
123,Subscriber,1,Newport Pkwy,40.728744799999994,-74.03210820000001,Newport PATH,40.7272235,-74.03375890000001,29,2021-01-01,2021-01-01
124,Subscriber,1,Newark Ave,40.72152515,-74.046304543,Brunswick & 6th,40.726011729646245,-74.0503889322281,34,2021-01-01,2021-01-01
126,Subscriber,1,Liberty Light Rail,40.711242299999995,-74.0557013,Liberty Light Rail,40.711242299999995,-74.0557013,45,2021-01-01,2021-01-01
127,Subscriber,1,Astor Place,40.71928220070703,-74.07126188278198,Montgomery St,40.71942,-74.05099,60,2021-01-01,2021-01-01
128,Customer,1,Van Vorst Park,40.71848892,-74.047726625,Van Vorst Park,40.71848892,-74.047726625,40,2021-01-01,2021-01-01
130,Subscriber,1,Hamilton Park,40.727595965999996,-74.044247311,Washington St,40.7242941,-74.0354826,22,2021-01-01,2021-01-01
131,Subscriber,1,JC Medical Center,40.71653978099194,-74.0496379137039,JC Medical Center,40.71653978099194,-74.0496379137039,26,2021-01-01,2021-01-01
132,Subscriber,2,Montgomery St,40.71942,-74.05099,Columbus Drive,40.71835519823214,-74.03891444206238,25,2021-01-01,2021-01-01
133,Subscriber,1,Baldwin at Montgomery,40.7236589,-74.0641943,Grand St,40.71517767732029,-74.03768330812454,36,2021-01-01,2021-01-01
134,Subscriber,1,McGinley Square,40.7253399253558,-74.06762212514876,Lincoln Park,40.7246050998869,-74.07840594649316,51,2021-01-01,2021-01-01
135,Subscriber,1,Columbus Dr at Exchange Pl,40.71687,-74.03281,Paulus Hook,40.7141454,-74.0335519,23,2021-01-01,2021-01-01
136,Customer,1,Astor Place,40.71928220070703,-74.07126188278198,Liberty Light Rail,40.711242299999995,-74.0557013,29,2021-01-01,2021-01-01
139,Subscriber,1,Manila & 1st,40.72165072487999,-74.04288411140442,City Hall,40.717732500000004,-74.04384499999999,51,2021-01-01,2021-01-01
142,Subscriber,1,Grove St PATH,40.71958611647166,-74.0431174635887,Washington St,40.7242941,-74.0354826,34,2021-01-01,2021-01-01
143,Subscriber,1,Montgomery St,40.71942,-74.05099,Astor Place,40.71928220070703,-74.07126188278198,60,2021-01-01,2021-01-01
144,Subscriber,1,Morris Canal,40.7124188237569,-74.03852552175522,Morris Canal,40.7124188237569,-74.03852552175522,46,2021-01-01,2021-01-01
145,Subscriber,1,Astor Place,40.71928220070703,-74.07126188278198,Sip Ave,40.73089709786179,-74.06391263008119,61,2021-01-01,2021-01-01
146,Subscriber,2,Newark Ave,40.72152515,-74.046304543,Newark Ave,40.72152515,-74.046304543,53,2021-01-01,2021-01-01
147,Customer,2,Warren St,40.721123600000006,-74.03805095,Warren St,40.721123600000006,-74.03805095,40,2021-01-01,2021-01-01
148,Subscriber,1,Columbus Drive,40.71835519823214,-74.03891444206238,Morris Canal,40.7124188237569,-74.03852552175522,35,2021-01-01,2021-01-01
149,Customer,1,Warren St,40.721123600000006,-74.03805095,Warren St,40.721123600000006,-74.03805095,50,2021-01-01,2021-01-01
150,Subscriber,1,Brunswick St,40.7241765,-74.05065640000001,Brunswick St,40.7241765,-74.05065640000001,29,2021-01-01,2021-01-01
151,Subscriber,2,Hamilton Park,40.727595965999996,-74.044247311,Liberty Light Rail,40.711242299999995,-74.0557013,28,2021-01-01,2021-01-01
152,Subscriber,1,Lincoln Park,40.7246050998869,-74.07840594649316,Union St,40.71821129999999,-74.08363940000001,51,2021-01-01,2021-01-01
153,Subscriber,1,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,43,2021-01-01,2021-01-01
154,Subscriber,1,Warren St,40.721123600000006,-74.03805095,Harborside,40.71925170000001,-74.034234,30,2021-01-01,2021-01-01
155,Subscriber,2,Newport Pkwy,40.728744799999994,-74.03210820000001,Newark Ave,40.72152515,-74.046304543,28,2021-01-01,2021-01-01
159,Subscriber,1,Brunswick & 6th,40.726011729646245,-74.0503889322281,Hamilton Park,40.727595965999996,-74.044247311,50,2021-01-01,2021-01-01
160,Subscriber,1,Washington St,40.7242941,-74.0354826,Paulus Hook,40.7141454,-74.0335519,29,2021-01-01,2021-01-01
161,Subscriber,2,Washington St,40.7242941,-74.0354826,Paulus Hook,40.7141454,-74.0335519,26,2021-01-01,2021-01-01
162,Subscriber,1,JC Medical Center,40.71653978099194,-74.0496379137039,Heights Elevator,40.748715945380226,-74.04044330120088,26,2021-01-01,2021-01-01
163,Subscriber,1,Morris Canal,40.7124188237569,-74.03852552175522,Paulus Hook,40.7141454,-74.0335519,35,2021-01-01,2021-01-01
164,Subscriber,2,Warren St,40.721123600000006,-74.03805095,Washington St,40.7242941,-74.0354826,35,2021-01-01,2021-01-01
165,Subscriber,2,Monmouth and 6th,40.72568548362901,-74.0487903356552,Newark Ave,40.72152515,-74.046304543,45,2021-01-01,2021-01-01
166,Subscriber,1,Paulus Hook,40.7141454,-74.0335519,Morris Canal,40.7124188237569,-74.03852552175522,35,2021-01-01,2021-01-01
167,Subscriber,2,Newport Pkwy,40.728744799999994,-74.03210820000001,Hamilton Park,40.727595965999996,-74.044247311,50,2021-01-01,2021-01-01
168,Subscriber,2,Lincoln Park,40.7246050998869,-74.07840594649316,Lincoln Park,40.7246050998869,-74.07840594649316,56,2021-01-01,2021-01-01
169,Subscriber,1,Newark Ave,40.72152515,-74.046304543,Liberty Light Rail,40.711242299999995,-74.0557013,59,2021-01-01,2021-01-01
170,Subscriber,1,Union St,40.71821129999999,-74.08363940000001,Sip Ave,40.73089709786179,-74.06391263008119,51,2021-01-01,2021-01-01
171,Subscriber,1,Brunswick St,40.7241765,-74.05065640000001,Baldwin at Montgomery,40.7236589,-74.0641943,38,2021-01-01,2021-01-01
172,Subscriber,1,Newport Pkwy,40.728744799999994,-74.03210820000001,Newport Pkwy,40.728744799999994,-74.03210820000001,34,2021-01-01,2021-01-01
173,Subscriber,1,Morris Canal,40.7124188237569,-74.03852552175522,Columbus Drive,40.71835519823214,-74.03891444206238,35,2021-01-01,2021-01-01
174,Subscriber,1,Hamilton Park,40.727595965999996,-74.044247311,Newark Ave,40.72152515,-74.046304543,43,2021-01-01,2021-01-01
175,Subscriber,1,Columbus Drive,40.71835519823214,-74.03891444206238,JC Medical Center,40.71653978099194,-74.0496379137039,33,2021-01-01,2021-01-01
176,Subscriber,2,Columbus Drive,40.71835519823214,-74.03891444206238,Newport Pkwy,40.728744799999994,-74.03210820000001,30,2021-01-01,2021-01-01
177,Subscriber,1,Essex Light Rail,40.712774200000005,-74.03648570000001,Washington St,40.7242941,-74.0354826,62,2021-01-01,2021-01-01
178,Subscriber,1,Washington St,40.7242941,-74.0354826,Newport Pkwy,40.728744799999994,-74.03210820000001,62,2021-01-01,2021-01-01
179,Subscriber,1,Newport Pkwy,40.728744799999994,-74.03210820000001,Paulus Hook,40.7141454,-74.0335519,62,2021-01-01,2021-01-01
180,Subscriber,1,Montgomery St,40.71942,-74.05099,Hamilton Park,40.727595965999996,-74.044247311,62,2021-01-01,2021-01-01
181,Subscriber,1,Morris Canal,40.7124188237569,-74.03852552175522,JC Medical Center,40.71653978099194,-74.0496379137039,29,2021-01-01,2021-01-01
182,Subscriber,1,Washington St,40.7242941,-74.0354826,Newport Pkwy,40.728744799999994,-74.03210820000001,61,2021-01-01,2021-01-01
183,Subscriber,1,Paulus Hook,40.7141454,-74.0335519,Washington St,40.7242941,-74.0354826,60,2021-01-01,2021-01-01
184,Subscriber,1,Hamilton Park,40.727595965999996,-74.044247311,Montgomery St,40.71942,-74.05099,62,2021-01-01,2021-01-01
185,Subscriber,1,Montgomery St,40.71942,-74.05099,Lafayette Park,40.71346382669195,-74.06285852193831,33,2021-01-01,2021-01-01
186,Subscriber,1,Montgomery St,40.71942,-74.05099,Bergen Ave,40.72210378668603,-74.07145500183104,62,2021-01-01,2021-01-01
187,Customer,1,Columbus Drive,40.71835519823214,-74.03891444206238,Washington St,40.7242941,-74.0354826,28,2021-01-01,2021-01-01
188,Subscriber,1,Van Vorst Park,40.71848892,-74.047726625,Hamilton Park,40.727595965999996,-74.044247311,38,2021-01-01,2021-01-01
189,Subscriber,1,City Hall,40.717732500000004,-74.04384499999999,Lafayette Park,40.71346382669195,-74.06285852193831,29,2021-01-01,2021-01-01
190,Subscriber,2,Van Vorst Park,40.71848892,-74.047726625,Hamilton Park,40.727595965999996,-74.044247311,36,2021-01-01,2021-01-01
191,Subscriber,1,Hamilton Park,40.727595965999996,-74.044247311,City Hall,40.717732500000004,-74.04384499999999,30,2021-01-01,2021-01-01
192,Customer,1,Sip Ave,40.73089709786179,-74.06391263008119,Newark Ave,40.72152515,-74.046304543,25,2021-01-01,2021-01-01
193,Subscriber,1,JC Medical Center,40.71653978099194,-74.0496379137039,Van Vorst Park,40.71848892,-74.047726625,35,2021-01-01,2021-01-01
194,Subscriber,2,Morris Canal,40.7124188237569,-74.03852552175522,City Hall,40.717732500000004,-74.04384499999999,35,2021-01-01,2021-01-01
195,Subscriber,1,Bergen Ave,40.72210378668603,-74.07145500183104,Montgomery St,40.71942,-74.05099,62,2021-01-01,2021-01-01
196,Subscriber,1,City Hall,40.717732500000004,-74.04384499999999,Essex Light Rail,40.712774200000005,-74.03648570000001,32,2021-01-01,2021-01-01
197,Subscriber,1,Fairmount Ave,40.72572613742557,-74.07195925712584,Liberty Light Rail,40.711242299999995,-74.0557013,46,2021-01-01,2021-01-01
198,Subscriber,2,City Hall,40.717732500000004,-74.04384499999999,Morris Canal,40.7124188237569,-74.03852552175522,35,2021-01-01,2021-01-01
199,Subscriber,1,Newport Pkwy,40.728744799999994,-74.03210820000001,Grand St,40.71517767732029,-74.03768330812454,60,2021-01-01,2021-01-01
200,Subscriber,1,Morris Canal,40.7124188237569,-74.03852552175522,Paulus Hook,40.7141454,-74.0335519,29,2021-01-01,2021-01-01
201,Subscriber,1,Paulus Hook,40.7141454,-74.0335519,Morris Canal,40.7124188237569,-74.03852552175522,29,2021-01-01,2021-01-01
202,Subscriber,1,Essex Light Rail,40.712774200000005,-74.03648570000001,City Hall,40.717732500000004,-74.04384499999999,32,2021-01-01,2021-01-01
204,Subscriber,2,Hamilton Park,40.727595965999996,-74.044247311,Van Vorst Park,40.71848892,-74.047726625,36,2021-01-01,2021-01-01
205,Subscriber,1,Hamilton Park,40.727595965999996,-74.044247311,Van Vorst Park,40.71848892,-74.047726625,38,2021-01-01,2021-01-01
208,Subscriber,1,Hamilton Park,40.727595965999996,-74.044247311,Hamilton Park,40.727595965999996,-74.044247311,56,2021-01-02,2021-01-02
209,Customer,1,Baldwin at Montgomery,40.7236589,-74.0641943,Sip Ave,40.73089709786179,-74.06391263008119,22,2021-01-02,2021-01-02
210,Customer,1,Sip Ave,40.73089709786179,-74.06391263008119,Baldwin at Montgomery,40.7236589,-74.0641943,22,2021-01-02,2021-01-02
211,Customer,1,Bergen Ave,40.72210378668603,-74.07145500183104,Sip Ave,40.73089709786179,-74.06391263008119,25,2021-01-02,2021-01-02
213,Subscriber,1,Grove St PATH,40.71958611647166,-74.0431174635887,JC Medical Center,40.71653978099194,-74.0496379137039,34,2021-01-02,2021-01-02
214,Subscriber,1,JC Medical Center,40.71653978099194,-74.0496379137039,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,34,2021-01-02,2021-01-02
215,Subscriber,1,Monmouth and 6th,40.72568548362901,-74.0487903356552,Brunswick & 6th,40.726011729646245,-74.0503889322281,38,2021-01-02,2021-01-02
216,Subscriber,2,Morris Canal,40.7124188237569,-74.03852552175522,City Hall,40.717732500000004,-74.04384499999999,35,2021-01-02,2021-01-02
217,Subscriber,2,Fairmount Ave,40.72572613742557,-74.07195925712584,Astor Place,40.71928220070703,-74.07126188278198,27,2021-01-02,2021-01-02
218,Subscriber,1,JC Medical Center,40.71653978099194,-74.0496379137039,Warren St,40.721123600000006,-74.03805095,30,2021-01-02,2021-01-02
219,Subscriber,1,Monmouth and 6th,40.72568548362901,-74.0487903356552,Newark Ave,40.72152515,-74.046304543,43,2021-01-02,2021-01-02
220,Subscriber,1,Bergen Ave,40.72210378668603,-74.07145500183104,Sip Ave,40.73089709786179,-74.06391263008119,24,2021-01-02,2021-01-02
221,Subscriber,1,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,City Hall,40.717732500000004,-74.04384499999999,36,2021-01-02,2021-01-02
222,Subscriber,1,Jersey & 3rd,40.723331586464354,-74.04595255851744,Monmouth and 6th,40.72568548362901,-74.0487903356552,43,2021-01-02,2021-01-02
223,Subscriber,1,Jersey & 6th St,40.72528910781132,-74.04557168483734,Newark Ave,40.72152515,-74.046304543,38,2021-01-02,2021-01-02
224,Subscriber,2,City Hall,40.717732500000004,-74.04384499999999,Morris Canal,40.7124188237569,-74.03852552175522,35,2021-01-02,2021-01-02
225,Subscriber,2,Sip Ave,40.73089709786179,-74.06391263008119,Lincoln Park,40.7246050998869,-74.07840594649316,46,2021-01-02,2021-01-02
226,Subscriber,1,Morris Canal,40.7124188237569,-74.03852552175522,Harborside,40.71925170000001,-74.034234,61,2021-01-02,2021-01-02
227,Subscriber,1,JC Medical Center,40.71653978099194,-74.0496379137039,Grove St PATH,40.71958611647166,-74.0431174635887,45,2021-01-02,2021-01-02
